"AFID1","AFID2","LCS-SIM(JNAME1 JNAME2)","EXIST-P(JNAME1 JNAME2)","EXACT-MATCH(JNAME1 JNAME2)","LCS(JNAME1 JNAME2)","LEVENSHTEIN(JNAME1 JNAME2)","DIFF-LENGTH(JNAME1 JNAME2)","VARIANTS-AND-CONFUSIONS(JNAME1 JNAME2)","UNKNOWN-CHAR(JNAME1 JNAME2)","LCS-SIM(ENAME1 ENAME2)","EXIST-P(ENAME1 ENAME2)","EXACT-MATCH(ENAME1 ENAME2)","INITIAL-MATCH(ENAME1 ENAME2)","LCS(ENAME1 ENAME2)","LEVENSHTEIN(ENAME1 ENAME2)","DIFF-LENGTH(ENAME1 ENAME2)","LCS-SIM(JAFF1 JAFF2)","EXIST-P(JAFF1 JAFF2)","EXACT-MATCH(JAFF1 JAFF2)","LCS-SIM(EAFF1 EAFF2)","EXIST-P(EAFF1 EAFF2)","EXACT-MATCH(EAFF1 EAFF2)","COAUTHER-MATCH(CO-AUTHOR1 CO-AUTHOR2)","COUNT-COAUTHER(CO-AUTHOR1 CO-AUTHOR2)","CLASS"
"B-80004758712-3-jic","B-80002250572-2-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.3497388510830475d0,0,0,1,0.08884057098651381d0,-0.3809206681754414d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80003795044-2-jic","B-80003498126-2-jic",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.974433021806567d0,0,0,1,0.34744940327557944d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-80003713818-1-jic","B-80003498126-2-jic",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.974433021806567d0,0,0,1,0.34744940327557944d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,1
"B-110003468112-5-nels","B-110003468142-1-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,1,-0.4283770935916174d0,0.6425597649412593d0,1.0757800210766584d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,0.4424857191120912d0,1
"B-110003468803-4-nels","B-110003468142-1-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,1,-0.4283770935916174d0,0.6425597649412593d0,1.0757800210766584d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,-0.08388261226073132d0,1
"B-10013960154-3-cjp","B-110005716869-1-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9975701877100484d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.33552628470597157d0,-2.5556417164939003d0,0,0,3.123195172306289d-5,1,0,0,-0.08388261226073132d0,1
"B-110003317572-6-nels","B-110003335965-2-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.5527392949433074d0,0,0,1,-0.9455947581697487d0,1.3248800536857264d0,2.016650891598412d0,-2.6323006018167945d0,0,0,-0.4415988596259466d0,0,0,1,0.9688540504849138d0,1
"B-80016609788-4-jic","B-110003160588-1-cjp",0.05630294966360537d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9975701877100484d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.33552628470597157d0,-0.1354129407964575d0,0,0,-1.9022953196633112d0,0,0,0,-0.6102509436335539d0,1
"B-80016609787-1-jic","B-110003160697-1-cjp",0.05630294966360537d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9975701877100484d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.33552628470597157d0,-0.1354129407964575d0,0,0,-1.9022953196633112d0,0,0,0,-0.6102509436335539d0,1
"B-80010632443-3-jic","B-80010969653-5-jic",-0.832393723606837d0,0,0,0.5786452731552781d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,0,-1.2042035904588142d0,-0.03976052380320786d0,0.1349091505549051d0,-3.0207053198266784d0,0,0,-2.524668306280518d0,0,0,0,-0.6102509436335539d0,-1
"B-80012187814-5-jic","B-80010969653-5-jic",-0.832393723606837d0,0,0,0.5786452731552781d0,0.5199495734358581d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.6653893508802432d0,0,0,0,-1.2042035904588142d0,-0.03976052380320786d0,0.1349091505549051d0,-3.4414772857703735d0,0,0,-2.921277000984178d0,0,0,0,-0.6102509436335539d0,-1
"B-80012395274-1-jic","B-80015412291-3-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.2749553196404721d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,-0.8059617199668482d0,-0.022706261613145675d0,0,0,-1.9212907980018155d0,0,0,1,1.4952223818577364d0,1
"B-80011206993-1-jic","B-80015412291-3-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.2749553196404721d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,-0.8059617199668482d0,-0.022706261613145675d0,0,0,-1.9212907980018155d0,0,0,1,2.021590713230559d0,1
"B-110003354274-1-nels","B-110003276170-1-nels",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,0.606058235564645d0,-1.0632409569199086d0,-0.8059617199668482d0,-2.784021218301862d0,0,0,-1.4057870781999182d0,0,0,0,-0.6102509436335539d0,1
"B-80005102968-1-jic","B-80010176602-1-jic",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.7376921216407653d0,0,0,0,-0.1697682613025518d0,0.3013996205690257d0,-0.33552628470597157d0,-0.3813186278505784d0,0,0,-2.1928807535458614d0,0,0,0,-0.08388261226073132d0,1
"B-110003265337-2-nels","B-80016573049-2-jic",0.05630294966360537d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.524344126521035d0,0,0,1,-0.6869859258806831d0,1.66604019805796d0,2.4870863268592887d0,-1.1757827211800755d0,0,0,-1.3696226945608663d0,0,0,0,-0.6102509436335539d0,1
"B-10002864833-1-cjp","B-80011346705-2-jic",0.05630294966360537d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9975701877100484d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.33552628470597157d0,-2.4983680052960255d0,0,0,-2.663583100628505d0,0,0,0,-0.6102509436335539d0,1
"B-80010231381-4-jic","B-10021366337-3-cjp",-1.4989162285596689d0,0,0,-0.6843444359337079d0,0.17867246279912538d0,0.271727927647994d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,0.606058235564645d0,-1.0632409569199086d0,-0.8059617199668482d0,-2.7401908012639846d0,0,0,-1.7040041911551405d0,0,0,0,-0.6102509436335539d0,1
"B-80015603467-1-jic","B-80017020078-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-0.3865080994662026d0,0,0,0,0.08884057098651381d0,0.3013996205690257d0,0.1349091505549051d0,-1.1757827211800755d0,0,0,-0.9045688610572813d0,0,0,0,-0.6102509436335539d0,-1
"B-80016539958-1-jic","B-10014505533-2-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.9149385161885266d0,0,0,1,5.00240838447876d0,-0.03976052380320786d0,0.6053445858157818d0,4.7549620481972844d-5,1,0,-2.7089545783486577d0,0,0,0,-0.6102509436335539d0,1
"B-80010677763-6-jic","B-10014137599-5-cjp",0.05630294966360537d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,0.5311015397156268d0,0,0,1,0.8646670678537106d0,-0.3809206681754414d0,-0.33552628470597157d0,-0.4960744646627784d0,0,0,-1.3740025380933352d0,0,0,0,-0.6102509436335539d0,1
"B-110003745535-4-nels","B-10021130208-3-cjp",0.8339125387752425d0,0,1,0.07344938951968377d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-0.9442706022942838d0,0,0,1,-0.1697682613025518d0,1.3248800536857264d0,2.016650891598412d0,4.7549620481972844d-5,1,0,-1.6822164863021278d0,0,0,0,-0.08388261226073132d0,1
"B-80017002560-4-jic","B-110004836914-2-cjp",-0.16587121865400525d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,-0.1354129407964575d0,0,0,-2.6671416811305475d0,0,0,0,-0.6102509436335539d0,1
"B-80002997477-4-jic","B-110001809810-1-nels",0.05630294966360537d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,0.271727927647994d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.7165574668948358d0,0,0,1,-0.6869859258806831d0,2.0072003424301936d0,2.957521762120165d0,-2.7401908012639846d0,0,0,-2.739859726407184d0,0,0,0,-0.6102509436335539d0,1
"B-110003464049-4-nels","B-110003465636-4-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.41914941792644383d0,0,0,1,0.34744940327557944d0,-0.3809206681754414d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,3.123195172306289d-5,1,0,0,0.4424857191120912d0,1
"B-80016283255-3-jic","B-80016135849-4-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.3681123048700529d0,0,0,1,1.1232759001427763d0,-0.3809206681754414d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-80015562917-5-jic","B-80015835281-3-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,1.381884732431842d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-80016154775-5-jic","B-80016154776-4-jic",-0.9157091410115198d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.1232759001427763d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,2.021590713230559d0,1
"B-80010644872-2-jic","B-80016154776-4-jic",-0.9157091410115198d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.1232759001427763d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80008493083-2-jic","B-80009437037-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.523258096859305d0,0,0,0,-0.6102509436335539d0,1
"B-80008493083-2-jic","B-80008803372-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.41914941792644383d0,0,0,1,-0.6869859258806831d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.523258096859305d0,0,0,0,-0.6102509436335539d0,1
"B-110002983520-3-cjp","B-110002984113-3-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.8529646461890044d0,0,0,1,1.6404935647209076d0,-0.3809206681754414d0,0.1349091505549051d0,4.7549620481972844d-5,1,0,0.7740565060507197d0,0,0,1,1.4952223818577364d0,1
"B-80002497486-1-jic","B-80002998210-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7290173716234836d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-10015768759-5-cjp","B-10017512695-3-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-0.8428591535194465d0,0,0,0,1.381884732431842d0,3.030680775546894d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80006522443-1-jic","B-80016921573-1-jic",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.7662017867099018d0,0,0,1,0.8646670678537106d0,-0.3809206681754414d0,0.1349091505549051d0,0.7662408688693447d0,0,1,0.5183250955613983d0,0,0,0,-0.08388261226073132d0,1
"B-80016749453-2-jic","B-80010990541-5-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.5059122774055463d0,0,0,0,-0.4283770935916174d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-110004144416-4-nels","B-110004142464-1-nels",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.381884732431842d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-110004144416-4-nels","B-110004142463-4-nels",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.381884732431842d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-110004144416-4-nels","B-110004142462-4-nels",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.381884732431842d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-110004144415-1-nels","B-110004142462-4-nels",-0.5657847216257044d0,0,0,-0.43174649411591065d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.381884732431842d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-110003991819-1-cjp","B-110001143155-1-nels",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.7290173716234836d0,0,0,1,0.606058235564645d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-10016497345-3-cjp","B-10016497708-3-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.39021450276433006d0,0,0,0,-0.08388261226073132d0,1
"B-110001999195-1-nels","B-110002154027-2-nels",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.8274463223775708d0,0,0,1,-0.6869859258806831d0,-0.722080812547675d0,-0.33552628470597157d0,-0.4960744646627784d0,0,0,0.7453743268675764d0,0,0,1,0.9688540504849138d0,1
"B-10009521863-5-cjp","B-10012991485-8-cjp",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,-1.0558233821200143d0,0,0,1,-0.9455947581697487d0,0.9837199093134928d0,2.016650891598412d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,0.9688540504849138d0,1
"B-10005272987-2-cjp","B-10011191750-5-cjp",0.8339125387752425d0,0,1,-0.17914855229811344d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.5769006638947516d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,-0.2116540236689496d0,0,0,0,-0.08388261226073132d0,1
"B-80002624597-2-jic","B-80004080334-3-jic",0.8339125387752425d0,0,1,-0.6843444359337079d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,0.9149385161885266d0,0,0,1,-0.1697682613025518d0,-0.722080812547675d0,-0.33552628470597157d0,0.2807349713569897d0,0,0,0.8451382957436235d0,0,1,0,0.4424857191120912d0,1
"B-110004201843-3-nels","B-110004201844-3-nels",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,1.0175154105070527d0,0,0,1,0.8646670678537106d0,-0.722080812547675d0,-0.33552628470597157d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,1,1.4952223818577364d0,1
"B-110004146503-3-nels","B-110004201844-3-nels",0.8339125387752425d0,0,1,-0.43174649411591065d0,-0.50388175847434d0,-0.3364459233189947d0,-0.2813768470866166d0,-0.045934507283447924d0,1.0175154105070527d0,0,0,1,0.8646670678537106d0,-0.722080812547675d0,-0.33552628470597157d0,-0.2303238879296634d0,0,0,0.7865140798931868d0,0,0,0,-0.08388261226073132d0,1
"B-110003371559-5-nels","B-110003372408-9-nels",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-0.515222344182866d0,0,0,1,-0.1697682613025518d0,0.6425597649412593d0,1.0757800210766584d0,4.7549620481972844d-5,1,0,0.8010565026420319d0,0,0,0,-0.6102509436335539d0,1
"B-110003371569-2-nels","B-110003376296-5-nels",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-0.7376921216407653d0,0,0,1,-0.1697682613025518d0,0.9837199093134928d0,1.546215456337535d0,4.7549620481972844d-5,1,0,0.7168704326014799d0,0,0,0,-0.6102509436335539d0,1
"B-80014508463-4-jic","B-80013278419-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.7662017867099018d0,0,0,0,0.8646670678537106d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80013278419-3-jic","B-80013039130-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.7662017867099018d0,0,0,0,0.8646670678537106d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80006974359-1-jic","B-80006693697-3-jic",-0.9157091410115198d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.8991023970099732d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-80006705045-2-jic","B-80006693697-3-jic",-0.9157091410115198d0,0,0,-0.6843444359337079d0,-0.16260464783760734d0,-0.3364459233189947d0,0.5510067481676629d0,-0.045934507283447924d0,1.2867803398850886d0,0,1,1,1.8991023970099732d0,-1.0632409569199086d0,-0.8059617199668482d0,0.7662408688693447d0,0,1,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,1
"B-110002682418-3-cjp","B-10006896394-3-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-1.675132486972735d0,0,0,0,-0.4283770935916174d0,1.66604019805796d0,0.6053445858157818d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-110002681951-3-nels","B-80015993374-2-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-1.675132486972735d0,0,0,0,-0.4283770935916174d0,1.66604019805796d0,0.6053445858157818d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-110002681951-3-nels","B-10006896394-3-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-1.675132486972735d0,0,0,0,-0.4283770935916174d0,1.66604019805796d0,0.6053445858157818d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.6102509436335539d0,-1
"B-80009287970-1-jic","B-80013441162-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.7662017867099018d0,0,0,0,0.8646670678537106d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80014503721-6-jic","B-80004339783-1-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.7662017867099018d0,0,0,0,0.8646670678537106d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80014364718-4-jic","B-80014595878-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.24562323353471485d0,0,0,0,0.606058235564645d0,-0.3809206681754414d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80007300013-1-jic","B-80004791346-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.24562323353471485d0,0,0,0,0.606058235564645d0,-0.3809206681754414d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80014318200-1-jic","B-80004791346-2-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.24562323353471485d0,0,0,0,0.606058235564645d0,-0.3809206681754414d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80014540744-3-jic","B-80014149022-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.24562323353471485d0,0,0,0,0.606058235564645d0,-0.3809206681754414d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80014539794-2-jic","B-80014149022-3-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.24562323353471485d0,0,0,0,0.606058235564645d0,-0.3809206681754414d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-80014539794-2-jic","B-80013485646-5-jic",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,0.7662017867099018d0,0,0,0,0.8646670678537106d0,-0.722080812547675d0,-0.8059617199668482d0,4.7549620481972844d-5,1,0,3.123195172306289d-5,1,0,0,-0.6102509436335539d0,-1
"B-10019168128-9-cjp","B-10015799286-6-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,1.03488725135076d0,0,0,1,1.1232759001427763d0,-0.722080812547675d0,-0.33552628470597157d0,4.7549620481972844d-5,1,0,-0.11200360127048932d0,0,0,0,-0.08388261226073132d0,1
"B-10019253387-8-cjp","B-10015798408-6-cjp",1.4581421043229298d-4,1,0,3.599930826652983d-15,3.9954561131823056d-16,-7.103693884226016d-15,-2.4528514911935254d-15,-1.220140237811119d-16,-0.9802555951897729d0,0,0,0,0.08884057098651381d0,0.6425597649412593d0,-0.33552628470597157d0,4.7549620481972844d-5,1,0,0.8451382957436235d0,0,1,0,-0.08388261226073132d0,-1
