YYYY/MM/DD,CAD/USD,EUR/USD,JPY/USD,GBP/USD,CHF/USD,AUD/USD,HKD/USD,NZD/USD,KRW/USD,MXN/USD
2012/03/07,0.40933032355154214,0.5381660773076453,0.22303152078362443,0.3669013365983065,0.43451071221771875,0.11965919848532677,0.23745819397992893,0.22040370976541182,0.36515748031496004,0.4982529699510832
2012/03/08,0.35515425131677936,0.5005487135715155,0.24287328896144642,0.33619018467503264,0.41649102489866835,0.11000315556958029,0.10535117056855385,0.20158210583742517,0.3312007874015749,0.44549266247379404
2012/03/09,0.33559066967644874,0.5525545665162787,0.287914939930512,0.39608203244566875,0.4402779386218878,0.1174818554749135,0.11204013377925545,0.21112929623567955,0.32923228346456657,0.39343116701607245
2012/03/12,0.3656884875846504,0.5412754542129009,0.27318012474360576,0.4210794816855429,0.4352750434279097,0.1455979804354688,0.15217391304347988,0.22804146208401557,0.36417322834645705,0.4259259259259257
2012/03/13,0.34311512415349915,0.5525545665162787,0.29143120264556927,0.37047240077543087,0.44006948465547197,0.131650362890502,0.16387959866219654,0.20512820512820554,0.36614173228346425,0.39517819706498897
2012/03/14,0.35063957863054956,0.5824899402511888,0.33885888902842315,0.3915926946229976,0.46645049218297635,0.15837803723572122,0.21237458193979425,0.26241134751773065,0.3779527559055119,0.409154437456324
2012/03/15,0.3611738148984198,0.5663333739787828,0.3172589894930719,0.3982246709519441,0.44880138969310934,0.13486904386241713,0.20234113712373442,0.22094926350245486,0.37303149606299224,0.40670859538784054
2012/03/16,0.3498871331828438,0.5304231191318132,0.3207752522081292,0.326395265789205,0.43136074116965845,0.11950142000631134,0.21906354515049584,0.2018548827059467,0.3710629921259839,0.4074074074074069
2012/03/19,0.32430398796087273,0.5053651993659306,0.3175938716564111,0.3067033976124885,0.41959467284308066,0.11236983275481231,0.21739130434782414,0.1963993453355157,0.34596456692913397,0.39343116701607245
2012/03/20,0.36418359668923966,0.5124375076210217,0.3304031144041191,0.3213957759412304,0.42251302837290095,0.14730198800883573,0.22575250836119742,0.22804146208401557,0.3877952755905513,0.4192872117400417
2012/03/21,0.36267870579382977,0.5234727472259478,0.33266356900665595,0.3250688705234162,0.4271685002895195,0.1609024928999687,0.24916387959866043,0.24440807419530855,0.3996062992125979,0.4189378057302585
2012/03/22,0.41685477802859255,0.5224362882575293,0.28527774289421903,0.34180185695337206,0.42575564562825724,0.18078258125591684,0.2642140468227353,0.2673213311511186,0.4079724409448816,0.46436058700209604
2012/03/23,0.40105342362678675,0.49810998658700173,0.27803591611201794,0.31894704621977327,0.41401273885350326,0.15607447144209546,0.3076923076923031,0.23049645390070925,0.4217519685039365,0.4573724668064288
2012/03/26,0.3559066967644843,0.4759785392025363,0.29737536104483236,0.2883379247015608,0.40365952518818776,0.14023351214894297,0.3110367892976613,0.21494817239498082,0.4133858267716539,0.4112508735150243
2012/03/27,0.3604213694507149,0.47286916229728077,0.3110636694713047,0.27527803285379066,0.4030110017371164,0.14638687283054602,0.25752508361203374,0.21303873431533019,0.4168307086614168,0.4035639412997901
2012/03/28,0.4025583145221967,0.48548957444214125,0.29302189292142833,0.32221201918171577,0.40907932831499705,0.1814768065635849,0.24247491638795884,0.23322422258592504,0.42913385826771605,0.453529000698812
2012/03/29,0.4138449962377727,0.49756127301548586,0.2753568588053081,0.29986736047342155,0.41338737695425604,0.19400441779741268,0.24247491638795884,0.24604473540643768,0.4438976377952751,0.4720475192173302
2012/03/30,0.40782543265613225,0.47353981221802177,0.2811335761229016,0.2698704213855728,0.4004863925883034,0.18153991795519112,0.2458193979933022,0.2184942716857612,0.4015748031496062,0.45667365478686184
2012/04/02,0.3521444695259595,0.47713693452018063,0.2697475825693836,0.254871951841649,0.402594093804285,0.16424739665509633,0.2692307692307652,0.2018548827059467,0.3789370078740161,0.43780573025855984
2012/04/03,0.34687735139202397,0.4725033532496033,0.2702080455439742,0.27772676257524787,0.3997915460335843,0.18037235721047643,0.2458193979933022,0.20458265139116188,0.3626968503937002,0.4283717679944092
2012/04/04,0.38600451467268593,0.5453603219119616,0.2882498220938506,0.3129272523211917,0.433398957730168,0.21580940359734946,0.2591973244147054,0.243589743589744,0.40403543307086603,0.465059399021663
2012/04/05,0.3604213694507149,0.5676746738202655,0.27644522583615894,0.33588409345985076,0.4404632310364795,0.20050489113284956,0.24916387959866043,0.23295144571740292,0.39173228346456684,0.4636617749825297
2012/04/09,0.39352896914973634,0.5602975246921108,0.2352547197454892,0.3124171002958882,0.4359004053271569,0.1961186494162197,0.2792642140468102,0.20731042007637768,0.4355314960629925,0.5174703004891683
2012/04/10,0.4356659142212182,0.566821119375686,0.2184268910377163,0.3302724211815124,0.43921250723798505,0.2136005048911329,0.26254180602006366,0.24631751227495918,0.4409448818897637,0.5849056603773582
2012/04/11,0.44394281414597436,0.5542007072308256,0.21666875968018764,0.3074176104479136,0.4324030110017371,0.20325023666771871,0.24749163879598876,0.22749590834697253,0.46013779527559096,0.5779175401816911
2012/04/12,0.3769751693002256,0.530545055481039,0.21666875968018764,0.2885419855116824,0.4226519976838449,0.1605553802461345,0.24916387959866043,0.1906710310965632,0.4355314960629925,0.545073375262054
2012/04/13,0.3987960872836719,0.5614559200097544,0.22106408807400865,0.32353841444750575,0.4380081065431383,0.18053013568949222,0.16889632107022645,0.20158210583742517,0.41387795275590544,0.5744234800838568
2012/04/16,0.43265613243039835,0.5674917692964271,0.19804093934446798,0.3183348637894095,0.4401389693109438,0.18980751025560122,0.13879598662206183,0.2228587015821061,0.43257874015748005,0.6030747728860933
2012/04/17,0.32279909706546284,0.5473722716741861,0.2086734480304743,0.2919089888786863,0.43050376375217153,0.17052698011991188,0.16053511705685317,0.2089470812875068,0.42076771653543343,0.5527603074772882
2012/04/18,0.34085778781038345,0.5479209852457013,0.2335384486583781,0.2560963167023776,0.4321019108280255,0.1820448090880404,0.19397993311036113,0.2296781232951447,0.4409448818897637,0.568832983927323
2012/04/19,0.3596689240030099,0.5439580538958664,0.24496630248231366,0.24099581675339243,0.4298320787492763,0.19062795834648175,0.21237458193979425,0.23895253682487755,0.4355314960629925,0.6030747728860933
2012/04/20,0.34762979683972894,0.5162785026216316,0.24505002302314874,0.21518212427303293,0.4163057324840764,0.17977279899021795,0.19899665551839105,0.2296781232951447,0.4330708661417327,0.5649895178197062
2012/04/23,0.36644093303235536,0.5449335446896716,0.22851521620829687,0.22365064789307168,0.4296004632310366,0.20176711896497312,0.1889632107023312,0.2539552645935623,0.46013779527559096,0.594339622641509
2012/04/24,0.3265613243039876,0.5176807706377269,0.22981288459123428,0.21079481685542317,0.41732484076433113,0.20217734301041357,0.17558528428092804,0.25177304964539016,0.43651574803149557,0.5768693221523409
2012/04/25,0.3002257336343116,0.5169491525423726,0.23458495541881202,0.20579532700744857,0.4168384481760279,0.19195329757021154,0.16889632107022645,0.24577195853791614,0.4424212598425194,0.5814116002795247
2012/04/26,0.29495861550037605,0.509023289842702,0.2125664531792877,0.18936843179267457,0.4129936305732485,0.17721678763016716,0.15886287625418147,0.24140752864157122,0.41240157480314976,0.5953878406708591
2012/04/27,0.26937547027840497,0.5037190586513837,0.19812465988530248,0.1699826548311399,0.40961204400694856,0.15844114862732747,0.16387959866219654,0.21903982542280423,0.3996062992125979,0.5199161425576518
2012/04/30,0.3273137697516926,0.5099987806365073,0.17246431411946883,0.1746760534639326,0.41306311522872036,0.16882297254654458,0.14214046822742005,0.22858701582105861,0.39862204724409483,0.5195667365478687
2012/05/01,0.2934537246049661,0.5109133032557006,0.18711540876554061,0.17671666156514657,0.414151708164447,0.1882612811612497,0.13879598662206183,0.23622476813966176,0.38582677165354295,0.483927323549965
2012/05/02,0.3325808878856281,0.53633703206926,0.18841307714847802,0.18824609733700623,0.4252692530399537,0.1998422215209845,0.14214046822742005,0.2607746863066015,0.38976377952755853,0.5090845562543672
2012/05/03,0.3152746425884124,0.538409950006097,0.19423165473648965,0.19130700948882712,0.42638100752750446,0.21322183654149576,0.15886287625418147,0.3011456628477906,0.396161417322835,0.5174703004891683
2012/05/04,0.3814898419864562,0.558956224850628,0.17254803466030394,0.20559126619732696,0.43483497394325415,0.2345534869043862,0.19899665551839105,0.3229678123295146,0.4133858267716539,0.5803633822501746
2012/05/07,0.3656884875846504,0.572430191440068,0.1735526811503203,0.1887562493623097,0.4413665315576144,0.2316819185863049,0.20568561872909263,0.32051282051282093,0.4335629921259842,0.5779175401816911
2012/05/08,0.4123401053423628,0.585660285331057,0.17024571978734956,0.20130598918477746,0.44694846554719175,0.2568318081413697,0.20568561872909263,0.35706492089470815,0.43651574803149557,0.6369671558350799
2012/05/09,0.42588412340105375,0.6082185099378125,0.16559922977102448,0.21273339455157575,0.4573480023161553,0.27298832439255305,0.2341137123745707,0.3674304418985271,0.4340551181102357,0.6949685534591191
2012/05/10,0.42738901429646364,0.6059017193025238,0.17690150278370798,0.2006938067544126,0.4565836711059641,0.2584411486273274,0.23913043478260063,0.35788325150027267,0.4542322834645671,0.683088749126485
2012/05/11,0.39051918735891655,0.6137056456529691,0.17388756331365887,0.23211917151311043,0.46001158077591203,0.27352477122120566,0.26254180602006366,0.35897435897435936,0.4783464566929129,0.6942697414395528
2012/05/14,0.42889390519187354,0.647421046213876,0.17225501276738228,0.21793694520967197,0.4748349739432542,0.2942884190596402,0.2692307692307652,0.3906164757228586,0.5137795275590549,0.7554157931516419
2012/05/15,0.4364183596689231,0.6758931837580783,0.18359914605048333,0.25425976941128414,0.48715691951360734,0.30059955822025874,0.3026755852842732,0.4230769230769231,0.5255905511811026,0.7791754018169108
2012/05/16,0.4913468773513917,0.6904645774905499,0.19188747959311833,0.2906846240179577,0.49500868558193395,0.31505206689807513,0.3160535117056764,0.45280960174577173,0.5738188976377954,0.8046820405310968
2012/05/17,0.5379984951091041,0.698573344714059,0.14919000376742406,0.3355780022446689,0.49880718008106534,0.3177343010413381,0.3093645484949748,0.45444626295690144,0.5693897637795272,0.7987421383647797
2012/05/18,0.5726109857035355,0.6943055724911598,0.14353886726108261,0.34904601571268223,0.4965141864504922,0.35156200694225337,0.2792642140468102,0.5087288597926898,0.582185039370079,0.8127183787561142
2012/05/22,0.5583145221971396,0.6886965004267771,0.1789107957637407,0.35475971839608195,0.49405906195715105,0.33411170716314315,0.24916387959866043,0.47735951991271147,0.5713582677165355,0.7816212438853949
2012/05/23,0.6215199398043645,0.7517375929764664,0.15178534053329948,0.38985817773696557,0.5225246091488129,0.38889239507731177,0.25752508361203374,0.5444626295690125,0.6186023622047241,0.8825995807127882
2012/05/24,0.6215199398043645,0.7464943299597612,0.1568922935242158,0.38700132639526624,0.5233352634626521,0.3665509624487224,0.2408026755852723,0.5128205128205132,0.6254921259842521,0.8731656184486368
